Datetime,MW
6/13/17 7:00,3278
6/13/17 6:00,3121
6/13/17 5:00,3023
6/13/17 4:00,3038
6/13/17 3:00,3128
6/13/17 2:00,3301
6/13/17 1:00,3506
6/13/17 0:00,3792
6/12/17 23:00,4116
6/12/17 22:00,4374
6/12/17 21:00,4485
6/12/17 20:00,4625
6/12/17 19:00,4736
6/12/17 18:00,4777
6/12/17 17:00,4789
6/12/17 16:00,4745
6/12/17 15:00,4649
6/12/17 14:00,4533
6/12/17 13:00,4444
6/12/17 12:00,4281
6/12/17 11:00,4081
6/12/17 10:00,3762
6/12/17 9:00,3477
6/12/17 8:00,3172
6/12/17 7:00,2923
6/12/17 6:00,2768
6/12/17 5:00,2658
6/12/17 4:00,2658
6/12/17 3:00,2764
6/12/17 2:00,2891
6/12/17 1:00,3096
6/12/17 0:00,3359
6/11/17 23:00,3648
6/11/17 22:00,3864
6/11/17 21:00,3934
6/11/17 20:00,4043
6/11/17 19:00,4144
6/11/17 18:00,4170
6/11/17 17:00,4065
6/11/17 16:00,3994
6/11/17 15:00,3892
6/11/17 14:00,3792
6/11/17 13:00,3666
6/11/17 12:00,3486
6/11/17 11:00,3237
6/11/17 10:00,2944
6/11/17 9:00,2673
6/11/17 8:00,2401
6/11/17 7:00,2274
6/11/17 6:00,2304
6/11/17 5:00,2310
6/11/17 4:00,2384
6/11/17 3:00,2485
6/11/17 2:00,2638
6/11/17 1:00,2808
6/11/17 0:00,3055
6/10/17 23:00,3321
6/10/17 22:00,3515
6/10/17 21:00,3610
6/10/17 20:00,3781
6/10/17 19:00,3864
6/10/17 18:00,3884
6/10/17 17:00,3814
6/10/17 16:00,3721
6/10/17 15:00,3621
6/10/17 14:00,3524
6/10/17 13:00,3425
6/10/17 12:00,3291
6/10/17 11:00,3115
6/10/17 10:00,2886
6/10/17 9:00,2636
6/10/17 8:00,2414
6/10/17 7:00,2290
6/10/17 6:00,2281
6/10/17 5:00,2264
6/10/17 4:00,2343
6/10/17 3:00,2435
6/10/17 2:00,2548
6/10/17 1:00,2732
6/10/17 0:00,2965
6/9/17 23:00,3225
6/9/17 22:00,3395
6/9/17 21:00,3475
6/9/17 20:00,3611
6/9/17 19:00,3729
6/9/17 18:00,3758
6/9/17 17:00,3742
6/9/17 16:00,3631
6/9/17 15:00,3531
6/9/17 14:00,3463
6/9/17 13:00,3316
6/9/17 12:00,3232
6/9/17 11:00,3152
6/9/17 10:00,3017
6/9/17 9:00,2854
6/9/17 8:00,2666
6/9/17 7:00,2492
6/9/17 6:00,2349
6/9/17 5:00,2249
6/9/17 4:00,2232
6/9/17 3:00,2276
6/9/17 2:00,2365
6/9/17 1:00,2524
6/9/17 0:00,2725
6/8/17 23:00,3001
6/8/17 22:00,3145
6/8/17 21:00,3182
6/8/17 20:00,3278
6/8/17 19:00,3328
6/8/17 18:00,3338
6/8/17 17:00,3303
6/8/17 16:00,3258
6/8/17 15:00,3223
6/8/17 14:00,3195
6/8/17 13:00,3110
6/8/17 12:00,3056
6/8/17 11:00,2992
6/8/17 10:00,2890
6/8/17 9:00,2782
6/8/17 8:00,2642
6/8/17 7:00,2425
6/8/17 6:00,2268
6/8/17 5:00,2121
6/8/17 4:00,2118
6/8/17 3:00,2143
6/8/17 2:00,2203
6/8/17 1:00,2325
6/8/17 0:00,2500
6/7/17 23:00,2699
6/7/17 22:00,2834
6/7/17 21:00,2839
6/7/17 20:00,2835
6/7/17 19:00,2870
6/7/17 18:00,2920
6/7/17 17:00,2898
6/7/17 16:00,2932
6/7/17 15:00,3007
6/7/17 14:00,3037
6/7/17 13:00,3034
6/7/17 12:00,3006
6/7/17 11:00,2977
6/7/17 10:00,2935
6/7/17 9:00,2855
6/7/17 8:00,2710
6/7/17 7:00,2530
6/7/17 6:00,2388
6/7/17 5:00,2269
6/7/17 4:00,2267
6/7/17 3:00,2301
6/7/17 2:00,2405
6/7/17 1:00,2571
6/7/17 0:00,2793
6/6/17 23:00,3067
6/6/17 22:00,3245
6/6/17 21:00,3284
6/6/17 20:00,3406
6/6/17 19:00,3511
6/6/17 18:00,3566
6/6/17 17:00,3569
6/6/17 16:00,3525
6/6/17 15:00,3463
6/6/17 14:00,3385
6/6/17 13:00,3287
6/6/17 12:00,3238
6/6/17 11:00,3169
6/6/17 10:00,3022
6/6/17 9:00,2939
6/6/17 8:00,2762
6/6/17 7:00,2605
6/6/17 6:00,2475
6/6/17 5:00,2372
6/6/17 4:00,2378
6/6/17 3:00,2467
6/6/17 2:00,2595
6/6/17 1:00,2796
6/6/17 0:00,3049
6/5/17 23:00,3339
6/5/17 22:00,3530
6/5/17 21:00,3584
6/5/17 20:00,3695
6/5/17 19:00,3780
6/5/17 18:00,3778
6/5/17 17:00,3954
6/5/17 16:00,4234
6/5/17 15:00,4234
6/5/17 14:00,4119
6/5/17 13:00,3981
6/5/17 12:00,3834
6/5/17 11:00,3689
6/5/17 10:00,3555
6/5/17 9:00,3382
6/5/17 8:00,3166
6/5/17 7:00,2981
6/5/17 6:00,2752
6/5/17 5:00,2638
6/5/17 4:00,2624
6/5/17 3:00,2674
6/5/17 2:00,2787
6/5/17 1:00,2963
6/5/17 0:00,3221
6/4/17 23:00,3499
6/4/17 22:00,3733
6/4/17 21:00,3775
6/4/17 20:00,3890
6/4/17 19:00,3994
6/4/17 18:00,4069
6/4/17 17:00,3965
6/4/17 16:00,3847
6/4/17 15:00,3726
6/4/17 14:00,3596
6/4/17 13:00,3421
6/4/17 12:00,3229
6/4/17 11:00,2986
6/4/17 10:00,2745
6/4/17 9:00,2480
6/4/17 8:00,2286
6/4/17 7:00,2181
6/4/17 6:00,2211
6/4/17 5:00,2198
6/4/17 4:00,2237
6/4/17 3:00,2326
6/4/17 2:00,2464
6/4/17 1:00,2681
6/4/17 0:00,2937
6/3/17 23:00,3255
6/3/17 22:00,3428
6/3/17 21:00,3554
6/3/17 20:00,3717
6/3/17 19:00,3843
6/3/17 18:00,3815
6/3/17 17:00,3773
6/3/17 16:00,3683
6/3/17 15:00,3590
6/3/17 14:00,3419
6/3/17 13:00,3325
6/3/17 12:00,3187
6/3/17 11:00,3038
6/3/17 10:00,2827
6/3/17 9:00,2585
6/3/17 8:00,2391
6/3/17 7:00,2248
6/3/17 6:00,2232
6/3/17 5:00,2225
6/3/17 4:00,2246
6/3/17 3:00,2324
6/3/17 2:00,2448
6/3/17 1:00,2630
6/3/17 0:00,2877
6/2/17 23:00,3152
6/2/17 22:00,3358
6/2/17 21:00,3488
6/2/17 20:00,3637
6/2/17 19:00,3767
6/2/17 18:00,3818
6/2/17 17:00,3812
6/2/17 16:00,3702
6/2/17 15:00,3621
6/2/17 14:00,3516
6/2/17 13:00,3431
6/2/17 12:00,3305
6/2/17 11:00,3176
6/2/17 10:00,3024
6/2/17 9:00,2869
6/2/17 8:00,2674
6/2/17 7:00,2476
6/2/17 6:00,2356
6/2/17 5:00,2243
6/2/17 4:00,2226
6/2/17 3:00,2285
6/2/17 2:00,2398
6/2/17 1:00,2545
6/2/17 0:00,2789
6/1/17 23:00,3072
6/1/17 22:00,3331
6/1/17 21:00,3434
6/1/17 20:00,3586
6/1/17 19:00,3672
6/1/17 18:00,3706
6/1/17 17:00,3658
6/1/17 16:00,3573
6/1/17 15:00,3516
6/1/17 14:00,3418
6/1/17 13:00,3321
6/1/17 12:00,3261
6/1/17 11:00,3141
6/1/17 10:00,2987
6/1/17 9:00,2823
6/1/17 8:00,2647
6/1/17 7:00,2482
6/1/17 6:00,2321
6/1/17 5:00,2202
6/1/17 4:00,2199
6/1/17 3:00,2254
6/1/17 2:00,2364
6/1/17 1:00,2536
6/1/17 0:00,2787
5/31/17 23:00,3080
5/31/17 22:00,3300
5/31/17 21:00,3353
5/31/17 20:00,3479
5/31/17 19:00,3618
5/31/17 18:00,3655
5/31/17 17:00,3692
5/31/17 16:00,3634
5/31/17 15:00,3598
5/31/17 14:00,3517
5/31/17 13:00,3422
5/31/17 12:00,3300
5/31/17 11:00,3156
5/31/17 10:00,3017
5/31/17 9:00,2880
5/31/17 8:00,2726
5/31/17 7:00,2568
5/31/17 6:00,2383
5/31/17 5:00,2262
5/31/17 4:00,2226
5/31/17 3:00,2272
5/31/17 2:00,2365
5/31/17 1:00,2521
5/31/17 0:00,2747
5/30/17 23:00,3063
5/30/17 22:00,3282
5/30/17 21:00,3370
5/30/17 20:00,3499
5/30/17 19:00,3620
5/30/17 18:00,3683
5/30/17 17:00,3762
5/30/17 16:00,3749
5/30/17 15:00,3709
5/30/17 14:00,3646
5/30/17 13:00,3535
5/30/17 12:00,3450
5/30/17 11:00,3336
5/30/17 10:00,3150
5/30/17 9:00,2957
5/30/17 8:00,2759
5/30/17 7:00,2550
5/30/17 6:00,2345
5/30/17 5:00,2238
5/30/17 4:00,2236
5/30/17 3:00,2320
5/30/17 2:00,2402
5/30/17 1:00,2533
5/30/17 0:00,2758
5/29/17 23:00,2995
5/29/17 22:00,3175
5/29/17 21:00,3235
5/29/17 20:00,3324
5/29/17 19:00,3396
5/29/17 18:00,3452
5/29/17 17:00,3372
5/29/17 16:00,3303
5/29/17 15:00,3231
5/29/17 14:00,3185
5/29/17 13:00,3091
5/29/17 12:00,3002
5/29/17 11:00,2830
5/29/17 10:00,2634
5/29/17 9:00,2408
5/29/17 8:00,2231
5/29/17 7:00,2159
5/29/17 6:00,2142
5/29/17 5:00,2119
5/29/17 4:00,2120
5/29/17 3:00,2172
5/29/17 2:00,2258
5/29/17 1:00,2413
5/29/17 0:00,2622
5/28/17 23:00,2812
5/28/17 22:00,2942
5/28/17 21:00,2914
5/28/17 20:00,2961
5/28/17 19:00,3010
5/28/17 18:00,3032
5/28/17 17:00,3068
5/28/17 16:00,3073
5/28/17 15:00,3098
5/28/17 14:00,3070
5/28/17 13:00,3031
5/28/17 12:00,2950
5/28/17 11:00,2813
5/28/17 10:00,2641
5/28/17 9:00,2486
5/28/17 8:00,2302
5/28/17 7:00,2245
5/28/17 6:00,2253
5/28/17 5:00,2290
5/28/17 4:00,2351
5/28/17 3:00,2443
5/28/17 2:00,2580
5/28/17 1:00,2786
5/28/17 0:00,3038
5/27/17 23:00,3270
5/27/17 22:00,3436
5/27/17 21:00,3467
5/27/17 20:00,3578
5/27/17 19:00,3682
5/27/17 18:00,3686
5/27/17 17:00,3637
5/27/17 16:00,3526
5/27/17 15:00,3429
5/27/17 14:00,3340
5/27/17 13:00,3215
5/27/17 12:00,3112
5/27/17 11:00,3034
5/27/17 10:00,2900
5/27/17 9:00,2665
5/27/17 8:00,2464
5/27/17 7:00,2381
5/27/17 6:00,2353
5/27/17 5:00,2328
5/27/17 4:00,2348
5/27/17 3:00,2385
5/27/17 2:00,2501
5/27/17 1:00,2648
5/27/17 0:00,2847
5/26/17 23:00,3071
5/26/17 22:00,3173
5/26/17 21:00,3179
5/26/17 20:00,3280
5/26/17 19:00,3370
5/26/17 18:00,3407
5/26/17 17:00,3365
5/26/17 16:00,3317
5/26/17 15:00,3288
5/26/17 14:00,3210
5/26/17 13:00,3152
5/26/17 12:00,3082
5/26/17 11:00,3003
5/26/17 10:00,2912
5/26/17 9:00,2780
5/26/17 8:00,2661
5/26/17 7:00,2513
5/26/17 6:00,2335
5/26/17 5:00,2214
5/26/17 4:00,2197
5/26/17 3:00,2222
5/26/17 2:00,2299
5/26/17 1:00,2409
5/26/17 0:00,2538
5/25/17 23:00,2727
5/25/17 22:00,2888
5/25/17 21:00,2891
5/25/17 20:00,2889
5/25/17 19:00,2931
5/25/17 18:00,2988
5/25/17 17:00,3029
5/25/17 16:00,3066
5/25/17 15:00,3105
5/25/17 14:00,3139
5/25/17 13:00,3113
5/25/17 12:00,3077
5/25/17 11:00,3020
5/25/17 10:00,2972
5/25/17 9:00,2905
5/25/17 8:00,2774
5/25/17 7:00,2611
5/25/17 6:00,2384
5/25/17 5:00,2234
5/25/17 4:00,2208
5/25/17 3:00,2220
5/25/17 2:00,2305
5/25/17 1:00,2398
5/25/17 0:00,2547
5/24/17 23:00,2771
5/24/17 22:00,2927
5/24/17 21:00,2989
5/24/17 20:00,3015
5/24/17 19:00,3043
5/24/17 18:00,3106
5/24/17 17:00,3131
5/24/17 16:00,3137
5/24/17 15:00,3172
5/24/17 14:00,3198
5/24/17 13:00,3157
5/24/17 12:00,3114
5/24/17 11:00,3083
5/24/17 10:00,3007
5/24/17 9:00,2927
5/24/17 8:00,2826
5/24/17 7:00,2645
5/24/17 6:00,2416
5/24/17 5:00,2290
5/24/17 4:00,2266
5/24/17 3:00,2318
5/24/17 2:00,2406
5/24/17 1:00,2542
5/24/17 0:00,2771
5/23/17 23:00,3036
5/23/17 22:00,3224
5/23/17 21:00,3209
5/23/17 20:00,3225
5/23/17 19:00,3309
5/23/17 18:00,3381
5/23/17 17:00,3401
5/23/17 16:00,3372
5/23/17 15:00,3293
5/23/17 14:00,3183
5/23/17 13:00,3138
5/23/17 12:00,3092
5/23/17 11:00,3029
5/23/17 10:00,2926
5/23/17 9:00,2810
5/23/17 8:00,2677
5/23/17 7:00,2507
5/23/17 6:00,2316
5/23/17 5:00,2176
5/23/17 4:00,2138
5/23/17 3:00,2177
5/23/17 2:00,2244
5/23/17 1:00,2370
5/23/17 0:00,2561
5/22/17 23:00,2811
5/22/17 22:00,3019
5/22/17 21:00,3029
5/22/17 20:00,3103
5/22/17 19:00,3142
5/22/17 18:00,3154
5/22/17 17:00,3115
5/22/17 16:00,3088
5/22/17 15:00,3081
5/22/17 14:00,3085
5/22/17 13:00,3061
5/22/17 12:00,3017
5/22/17 11:00,2962
5/22/17 10:00,2892
5/22/17 9:00,2820
5/22/17 8:00,2651
5/22/17 7:00,2489
5/22/17 6:00,2295
5/22/17 5:00,2177
5/22/17 4:00,2145
5/22/17 3:00,2198
5/22/17 2:00,2232
5/22/17 1:00,2409
5/22/17 0:00,2675
5/21/17 23:00,2976
5/21/17 22:00,3195
5/21/17 21:00,3212
5/21/17 20:00,3278
5/21/17 19:00,3298
5/21/17 18:00,3205
5/21/17 17:00,3193
5/21/17 16:00,3151
5/21/17 15:00,3035
5/21/17 14:00,2958
5/21/17 13:00,2912
5/21/17 12:00,2859
5/21/17 11:00,2753
5/21/17 10:00,2658
5/21/17 9:00,2475
5/21/17 8:00,2318
5/21/17 7:00,2260
5/21/17 6:00,2231
5/21/17 5:00,2232
5/21/17 4:00,2236
5/21/17 3:00,2288
5/21/17 2:00,2371
5/21/17 1:00,2527
5/21/17 0:00,2726
5/20/17 23:00,2951
5/20/17 22:00,3171
5/20/17 21:00,3232
5/20/17 20:00,3270
5/20/17 19:00,3377
5/20/17 18:00,3346
5/20/17 17:00,3239
5/20/17 16:00,3231
5/20/17 15:00,3231
5/20/17 14:00,3131
5/20/17 13:00,2964
5/20/17 12:00,2866
5/20/17 11:00,2784
5/20/17 10:00,2681
5/20/17 9:00,2560
5/20/17 8:00,2418
5/20/17 7:00,2324
5/20/17 6:00,2266
5/20/17 5:00,2204
5/20/17 4:00,2242
5/20/17 3:00,2324
5/20/17 2:00,2438
5/20/17 1:00,2622
5/20/17 0:00,2805
5/19/17 23:00,3017
5/19/17 22:00,3177
5/19/17 21:00,3203
5/19/17 20:00,3286
5/19/17 19:00,3398
5/19/17 18:00,3601
5/19/17 17:00,3914
5/19/17 16:00,4186
5/19/17 15:00,4261
5/19/17 14:00,4220
5/19/17 13:00,4119
5/19/17 12:00,3984
5/19/17 11:00,3828
5/19/17 10:00,3604
5/19/17 9:00,3376
5/19/17 8:00,3116
5/19/17 7:00,2916
5/19/17 6:00,2702
5/19/17 5:00,2564
5/19/17 4:00,2575
5/19/17 3:00,2628
5/19/17 2:00,2769
5/19/17 1:00,2938
5/19/17 0:00,3207
5/18/17 23:00,3517
5/18/17 22:00,3754
5/18/17 21:00,3791
5/18/17 20:00,3851
5/18/17 19:00,4006
5/18/17 18:00,4067
5/18/17 17:00,4036
5/18/17 16:00,3955
5/18/17 15:00,3833
5/18/17 14:00,3726
5/18/17 13:00,3628
5/18/17 12:00,3643
5/18/17 11:00,3548
5/18/17 10:00,3419
5/18/17 9:00,3390
5/18/17 8:00,3244
5/18/17 7:00,3042
5/18/17 6:00,2761
5/18/17 5:00,2634
5/18/17 4:00,2643
5/18/17 3:00,2701
5/18/17 2:00,2805
5/18/17 1:00,2986
5/18/17 0:00,3229
5/17/17 23:00,3518
5/17/17 22:00,3817
5/17/17 21:00,3837
5/17/17 20:00,3934
5/17/17 19:00,4038
5/17/17 18:00,4107
5/17/17 17:00,4077
5/17/17 16:00,4033
5/17/17 15:00,4028
5/17/17 14:00,4022
5/17/17 13:00,3903
5/17/17 12:00,3737
5/17/17 11:00,3565
5/17/17 10:00,3342
5/17/17 9:00,3159
5/17/17 8:00,2993
5/17/17 7:00,2811
5/17/17 6:00,2604
5/17/17 5:00,2457
5/17/17 4:00,2472
5/17/17 3:00,2555
5/17/17 2:00,2679
5/17/17 1:00,2872
5/17/17 0:00,3132
5/16/17 23:00,3472
5/16/17 22:00,3744
5/16/17 21:00,3787
5/16/17 20:00,3889
5/16/17 19:00,4011
5/16/17 18:00,4070
5/16/17 17:00,4053
5/16/17 16:00,3962
5/16/17 15:00,3867
5/16/17 14:00,3775
5/16/17 13:00,3666
5/16/17 12:00,3525
5/16/17 11:00,3377
5/16/17 10:00,3170
5/16/17 9:00,2997
5/16/17 8:00,2816
5/16/17 7:00,2647
5/16/17 6:00,2397
5/16/17 5:00,2261
5/16/17 4:00,2250
5/16/17 3:00,2320
5/16/17 2:00,2438
5/16/17 1:00,2607
5/16/17 0:00,2853
5/15/17 23:00,3159
5/15/17 22:00,3440
5/15/17 21:00,3482
5/15/17 20:00,3557
5/15/17 19:00,3637
5/15/17 18:00,3649
5/15/17 17:00,3596
5/15/17 16:00,3521
5/15/17 15:00,3442
5/15/17 14:00,3343
5/15/17 13:00,3247
5/15/17 12:00,3168
5/15/17 11:00,3065
5/15/17 10:00,2939
5/15/17 9:00,2825
5/15/17 8:00,2707
5/15/17 7:00,2514
5/15/17 6:00,2287
5/15/17 5:00,2160
5/15/17 4:00,2135
5/15/17 3:00,2200
5/15/17 2:00,2280
5/15/17 1:00,2426
5/15/17 0:00,2624
5/14/17 23:00,2839
5/14/17 22:00,3040
5/14/17 21:00,3071
5/14/17 20:00,2965
5/14/17 19:00,2993
5/14/17 18:00,2991
5/14/17 17:00,2929
5/14/17 16:00,2858
5/14/17 15:00,2771
5/14/17 14:00,2705
5/14/17 13:00,2644
5/14/17 12:00,2612
5/14/17 11:00,2513
5/14/17 10:00,2368
5/14/17 9:00,2218
5/14/17 8:00,2072
5/14/17 7:00,1993
5/14/17 6:00,1973
5/14/17 5:00,1963
5/14/17 4:00,1971
5/14/17 3:00,2009
5/14/17 2:00,2080
5/14/17 1:00,2198
5/14/17 0:00,2364
5/13/17 23:00,2537
5/13/17 22:00,2646
5/13/17 21:00,2627
5/13/17 20:00,2644
5/13/17 19:00,2677
5/13/17 18:00,2677
5/13/17 17:00,2628
5/13/17 16:00,2599
5/13/17 15:00,2589
5/13/17 14:00,2572
5/13/17 13:00,2578
5/13/17 12:00,2578
5/13/17 11:00,2542
5/13/17 10:00,2507
5/13/17 9:00,2431
5/13/17 8:00,2284
5/13/17 7:00,2165
5/13/17 6:00,2110
5/13/17 5:00,2055
5/13/17 4:00,2061
5/13/17 3:00,2087
5/13/17 2:00,2156
5/13/17 1:00,2246
5/13/17 0:00,2411
5/12/17 23:00,2583
5/12/17 22:00,2706
5/12/17 21:00,2642
5/12/17 20:00,2647
5/12/17 19:00,2681
5/12/17 18:00,2729
5/12/17 17:00,2766
5/12/17 16:00,2799
5/12/17 15:00,2800
5/12/17 14:00,2850
5/12/17 13:00,2869
5/12/17 12:00,2866
5/12/17 11:00,2849
5/12/17 10:00,2800
5/12/17 9:00,2778
5/12/17 8:00,2719
5/12/17 7:00,2558
5/12/17 6:00,2300
5/12/17 5:00,2161
5/12/17 4:00,2136
5/12/17 3:00,2170
5/12/17 2:00,2218
5/12/17 1:00,2333
5/12/17 0:00,2515
5/11/17 23:00,2748
5/11/17 22:00,2921
5/11/17 21:00,2917
5/11/17 20:00,2884
5/11/17 19:00,2922
5/11/17 18:00,3000
5/11/17 17:00,3062
5/11/17 16:00,3096
5/11/17 15:00,3148
5/11/17 14:00,3193
5/11/17 13:00,3176
5/11/17 12:00,3151
5/11/17 11:00,3093
5/11/17 10:00,3028
5/11/17 9:00,3004
5/11/17 8:00,2920
5/11/17 7:00,2740
5/11/17 6:00,2460
5/11/17 5:00,2352
5/11/17 4:00,2335
5/11/17 3:00,2383
5/11/17 2:00,2497
5/11/17 1:00,2631
5/11/17 0:00,2815
5/10/17 23:00,3086
5/10/17 22:00,3301
5/10/17 21:00,3281
5/10/17 20:00,3250
5/10/17 19:00,3286
5/10/17 18:00,3297
5/10/17 17:00,3275
5/10/17 16:00,3216
5/10/17 15:00,3154
5/10/17 14:00,3090
5/10/17 13:00,3023
5/10/17 12:00,2954
5/10/17 11:00,2921
5/10/17 10:00,2888
5/10/17 9:00,2847
5/10/17 8:00,2777
5/10/17 7:00,2660
5/10/17 6:00,2367
5/10/17 5:00,2202
5/10/17 4:00,2165
5/10/17 3:00,2195
5/10/17 2:00,2235
5/10/17 1:00,2326
5/10/17 0:00,2450
5/9/17 23:00,2645
5/9/17 22:00,2828
5/9/17 21:00,2860
5/9/17 20:00,2843
5/9/17 19:00,2889
5/9/17 18:00,2908
5/9/17 17:00,2904
5/9/17 16:00,2894
5/9/17 15:00,2910
5/9/17 14:00,2927
5/9/17 13:00,2811
5/9/17 12:00,2962
5/9/17 11:00,2952
5/9/17 10:00,2896
5/9/17 9:00,2819
5/9/17 8:00,2750
5/9/17 7:00,2639
5/9/17 6:00,2347
5/9/17 5:00,2193
5/9/17 4:00,2150
5/9/17 3:00,2161
5/9/17 2:00,2232
5/9/17 1:00,2310
5/9/17 0:00,2452
5/8/17 23:00,2673
5/8/17 22:00,2888
5/8/17 21:00,2861
5/8/17 20:00,2816
5/8/17 19:00,2784
5/8/17 18:00,2842
5/8/17 17:00,2847
5/8/17 16:00,2871
5/8/17 15:00,2894
5/8/17 14:00,2923
5/8/17 13:00,2923
5/8/17 12:00,2945
5/8/17 11:00,2947
5/8/17 10:00,2945
5/8/17 9:00,2980
5/8/17 8:00,2959
5/8/17 7:00,2814
5/8/17 6:00,2493
5/8/17 5:00,2308
5/8/17 4:00,2214
5/8/17 3:00,2194
5/8/17 2:00,2193
5/8/17 1:00,2231
5/8/17 0:00,2349
5/7/17 23:00,2515
5/7/17 22:00,2652
5/7/17 21:00,2569
5/7/17 20:00,2480
5/7/17 19:00,2479
5/7/17 18:00,2450
5/7/17 17:00,2421
5/7/17 16:00,2396
5/7/17 15:00,2427
5/7/17 14:00,2441
5/7/17 13:00,2460
5/7/17 12:00,2494
5/7/17 11:00,2467
5/7/17 10:00,2469
5/7/17 9:00,2430
5/7/17 8:00,2318
5/7/17 7:00,2261
5/7/17 6:00,2232
5/7/17 5:00,2174
5/7/17 4:00,2149
5/7/17 3:00,2140
5/7/17 2:00,2182
5/7/17 1:00,2221
5/7/17 0:00,2315
5/6/17 23:00,2450
5/6/17 22:00,2541
5/6/17 21:00,2449
5/6/17 20:00,2381
5/6/17 19:00,2394
5/6/17 18:00,2409
5/6/17 17:00,2418
5/6/17 16:00,2439
5/6/17 15:00,2466
5/6/17 14:00,2528
5/6/17 13:00,2606
5/6/17 12:00,2638
5/6/17 11:00,2705
5/6/17 10:00,2684
5/6/17 9:00,2584
5/6/17 8:00,2501
5/6/17 7:00,2425
5/6/17 6:00,2341
5/6/17 5:00,2271
5/6/17 4:00,2254
5/6/17 3:00,2288
5/6/17 2:00,2336
5/6/17 1:00,2416
5/6/17 0:00,2558
5/5/17 23:00,2719
5/5/17 22:00,2870
5/5/17 21:00,2908
5/5/17 20:00,2889
5/5/17 19:00,2877
5/5/17 18:00,2885
5/5/17 17:00,2901
5/5/17 16:00,2911
5/5/17 15:00,2937
5/5/17 14:00,2958
5/5/17 13:00,2992
5/5/17 12:00,3004
5/5/17 11:00,3010
5/5/17 10:00,2943
5/5/17 9:00,2942
5/5/17 8:00,2832
5/5/17 7:00,2671
5/5/17 6:00,2400
5/5/17 5:00,2229
5/5/17 4:00,2200
5/5/17 3:00,2177
5/5/17 2:00,2239
5/5/17 1:00,2311
5/5/17 0:00,2441
5/4/17 23:00,2633
5/4/17 22:00,2798
5/4/17 21:00,2902
5/4/17 20:00,2863
5/4/17 19:00,2899
5/4/17 18:00,2919
5/4/17 17:00,2921
5/4/17 16:00,2924
5/4/17 15:00,2934
5/4/17 14:00,2949
5/4/17 13:00,2951
5/4/17 12:00,2931
5/4/17 11:00,2935
5/4/17 10:00,2888
5/4/17 9:00,2835
5/4/17 8:00,2789
5/4/17 7:00,2630
5/4/17 6:00,2371
5/4/17 5:00,2207
5/4/17 4:00,2155
5/4/17 3:00,2178
5/4/17 2:00,2226
5/4/17 1:00,2299
5/4/17 0:00,2434
5/3/17 23:00,2617
5/3/17 22:00,2795
5/3/17 21:00,2824
5/3/17 20:00,2761
5/3/17 19:00,2759
5/3/17 18:00,2774
5/3/17 17:00,2768
5/3/17 16:00,2795
5/3/17 15:00,2822
5/3/17 14:00,2829
5/3/17 13:00,2804
5/3/17 12:00,2802
5/3/17 11:00,2821
5/3/17 10:00,2797
5/3/17 9:00,2780
5/3/17 8:00,2741
5/3/17 7:00,2621
5/3/17 6:00,2375
5/3/17 5:00,2227
5/3/17 4:00,2177
5/3/17 3:00,2178
5/3/17 2:00,2209
5/3/17 1:00,2281
5/3/17 0:00,2407
5/2/17 23:00,2595
5/2/17 22:00,2771
5/2/17 21:00,2745
5/2/17 20:00,2695
5/2/17 19:00,2707
5/2/17 18:00,2731
5/2/17 17:00,2741
5/2/17 16:00,2753
5/2/17 15:00,2800
5/2/17 14:00,2820
5/2/17 13:00,2808
5/2/17 12:00,2802
5/2/17 11:00,2798
5/2/17 10:00,2745
5/2/17 9:00,2742
5/2/17 8:00,2691
5/2/17 7:00,2576
5/2/17 6:00,2322
5/2/17 5:00,2154
5/2/17 4:00,2128
5/2/17 3:00,2146
5/2/17 2:00,2193
5/2/17 1:00,2271
5/2/17 0:00,2401
5/1/17 23:00,2602
5/1/17 22:00,2802
5/1/17 21:00,2858
5/1/17 20:00,2785
5/1/17 19:00,2791
5/1/17 18:00,2862
5/1/17 17:00,2906
5/1/17 16:00,2975
5/1/17 15:00,3073
5/1/17 14:00,3098
5/1/17 13:00,3073
5/1/17 12:00,3054
5/1/17 11:00,3005
5/1/17 10:00,2923
5/1/17 9:00,2878
5/1/17 8:00,2850
5/1/17 7:00,2809
5/1/17 6:00,2532
5/1/17 5:00,2366
5/1/17 4:00,2331
5/1/17 3:00,2363
5/1/17 2:00,2440
5/1/17 1:00,2549
5/1/17 0:00,2722
4/30/17 23:00,2942
4/30/17 22:00,3154
4/30/17 21:00,3251
4/30/17 20:00,3207
4/30/17 19:00,3220
4/30/17 18:00,3234
4/30/17 17:00,3192
4/30/17 16:00,3144
4/30/17 15:00,3078
4/30/17 14:00,3018
4/30/17 13:00,2990
4/30/17 12:00,2905
4/30/17 11:00,2784
4/30/17 10:00,2600
4/30/17 9:00,2402
4/30/17 8:00,2217
4/30/17 7:00,2161
4/30/17 6:00,2143
4/30/17 5:00,2172
4/30/17 4:00,2184
4/30/17 3:00,2260
4/30/17 2:00,2370
4/30/17 1:00,2508
4/30/17 0:00,2670
4/29/17 23:00,2857
4/29/17 22:00,3000
4/29/17 21:00,3013
4/29/17 20:00,3015
4/29/17 19:00,3076
4/29/17 18:00,3067
4/29/17 17:00,2995
4/29/17 16:00,2907
4/29/17 15:00,2849
4/29/17 14:00,2787
4/29/17 13:00,2758
4/29/17 12:00,2750
